--- SYSTEM REDIRECT ACTIVE: ALL SCANS WILL BE SAVED ---
--- IMAGE REDIRECT ACTIVE ---
--- INITIATING DEEP DRILL SCAN ---
Target: RA 17.761, DEC -29.008
Volume: 26000 to 26000.1 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
2468157  | 20h00m51.4s +15d57m17s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2478191  | 08h40m55.1s +23d47m20s | 1.27   | 0.9999 | 0.280  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2498258  | 14h19m29.4s +32d10m24s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2518324  | 19h30m00.3s +23d47m20s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2528358  | 08h35m30.3s +40d19m32s | 0.98   | 0.9999 | 0.217  | Forming       | K-Band (IR)     | PROTO-MATTER
2548425  | 11h57m57.6s +15d31m49s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2568492  | 21h49m18.7s +40d32m17s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2618659  | 02h18m44.9s +32d09m50s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2628692  | 03h54m53.4s +15d06m16s | 1.90   | 0.9999 | 0.419  | High-Tension  | B/V (Violet)    | CALCIUM
2668826  | 06h55m54.5s +14d53m28s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2688893  | 16h52m07.2s +41d10m40s | 0.69   | 0.8051 | 0.235  | Collapse      | X-Ray / Gamma   | SINGULARITY
2708960  | 19h51m39.9s +14d40m39s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2729027  | 06h05m15.3s +41d23m30s | 2.47   | 0.9999 | 0.544  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
2769161  | 08h59m44.8s +41d36m20s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2829361  | 15h34m44.5s +14d02m06s | 1.55   | 0.9999 | 0.341  | Stable        | V-Band (Green)  | MAGNESIUM
2869495  | 03h44m48.7s +13d49m13s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2929696  | 17h13m35.9s +42d27m50s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2939729  | 19h25m08.9s +32d02m36s | 1.41   | 0.8887 | 0.394  | Collapse      | X-Ray / Gamma   | SINGULARITY
3019997  | 11h42m46.5s +31d59m29s | 0.49   | 0.7113 | 0.215  | Collapse      | X-Ray / Gamma   | SINGULARITY
3030030  | 11h37m31.9s +12d57m37s | 1.47   | 0.9999 | 0.322  | Stable        | V-Band (Green)  | MAGNESIUM
3100264  | 04h00m47.7s +31d55m51s | 1.97   | 0.8333 | 0.623  | Collapse      | X-Ray / Gamma   | SINGULARITY
3130365  | 14h53m17.5s +43d32m26s | 1.02   | 0.9999 | 0.225  | Forming       | K-Band (IR)     | PROTO-MATTER
3140398  | 22h13m34.1s +31d53m50s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3200599  | 10h59m24.4s +24d07m10s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3210632  | 07h04m21.1s +43d58m18s | 1.45   | 0.9999 | 0.320  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3230699  | 01h13m32.2s +11d52m57s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3240732  | 19h37m09.1s +24d09m31s | 0.20   | 0.5351 | 0.156  | Collapse      | X-Ray / Gamma   | SINGULARITY
3310967  | 17h33m26.9s +11d27m03s | 0.80   | 0.7381 | 0.324  | Collapse      | X-Ray / Gamma   | SINGULARITY
3321000  | 11h39m24.0s +24d14m36s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 3.329, DEC 41.512
Volume: 240000 to 2740000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
240000   | 03h42m46.9s +41d49m25s | 1.68   | 0.9999 | 0.369  | High-Tension  | B/V (Violet)    | CALCIUM
248361   | 07h00m17.9s +41d43m47s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
306890   | 12h06m18.6s +39d16m42s | 2.05   | 0.6586 | 1.042  | Collapse      | X-Ray / Gamma   | SINGULARITY
323612   | 20h23m51.4s +39d57m38s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
382140   | 01h42m12.8s +38d53m01s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
407224   | 16h02m40.0s +44d17m26s | 1.04   | 0.9999 | 0.229  | Forming       | K-Band (IR)     | PROTO-MATTER
423946   | 22h16m17.0s +43d24m15s | 1.32   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
432308   | 02h07m29.3s +40d18m19s | 1.29   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
490836   | 07h18m57.2s +38d02m01s | 1.56   | 0.9999 | 0.344  | Stable        | V-Band (Green)  | MAGNESIUM
557726   | 17h48m21.2s +43d04m02s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
574448   | 04h13m18.1s +44d44m11s | 1.00   | 0.9999 | 0.220  | Forming       | K-Band (IR)     | PROTO-MATTER
582809   | 07h44m21.8s +37d44m01s | 1.08   | 0.7837 | 0.388  | Collapse      | X-Ray / Gamma   | SINGULARITY
591171   | 10h27m12.0s +45d35m40s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
624615   | 04h53m21.4s +44d02m45s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
632977   | 09h35m18.0s +39d57m10s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
658060   | 18h35m25.2s +39d39m43s | 0.88   | 0.9999 | 0.194  | Forming       | K-Band (IR)     | PROTO-MATTER
683144   | 10h22m34.3s +45d52m25s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
708227   | 20h31m10.1s +37d08m22s | 0.41   | 0.7842 | 0.148  | Collapse      | X-Ray / Gamma   | SINGULARITY
724950   | 04h22m00.7s +38d40m39s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
741672   | 15h51m39.6s +41d03m49s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
758395   | 23h08m17.6s +43d40m16s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
766756   | 01h31m59.8s +38d11m27s | 1.29   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
791839   | 15h40m54.2s +46d48m17s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
808562   | 01h31m17.6s +46d24m04s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
825284   | 06h32m25.1s +44d38m01s | 1.13   | 0.9999 | 0.248  | Forming       | K-Band (IR)     | PROTO-MATTER
850368   | 21h12m31.6s +42d33m46s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
858729   | 02h48m14.3s +39d01m46s | 0.65   | 0.9345 | 0.164  | Ghost         | Radio / CMB     | DARK MATTER
908896   | 02h45m06.9s +36d06m50s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
925619   | 11h58m21.8s +38d07m02s | 0.62   | 0.9999 | 0.137  | Ghost         | Radio / CMB     | DARK MATTER
933980   | 14h14m58.7s +43d29m05s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
950702   | 20h21m23.8s +40d16m02s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
959064   | 01h58m28.2s +44d19m55s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
967425   | 08h18m23.8s +37d17m14s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
975786   | 13h40m37.2s +46d52m14s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
984147   | 17h08m25.0s +35d22m24s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
992508   | 19h13m57.3s +48d01m00s | 3.97   | 0.9999 | 0.874  | Fuel          | UV / Lyman      | HYDROGEN
1000870  | 21h34m17.2s +35d05m12s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1017592  | 07h27m59.5s +36d33m23s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1034314  | 19h04m29.3s +39d25m57s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1051037  | 00h11m38.7s +42d57m59s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1067759  | 06h53m18.5s +46d12m20s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1076120  | 12h59m30.7s +35d35m58s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1143010  | 00h59m20.2s +41d14m39s | 0.60   | 0.7011 | 0.269  | Collapse      | X-Ray / Gamma   | SINGULARITY
1151371  | 05h46m13.2s +39d49m57s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1159732  | 08h24m06.7s +45d02m55s | 1.31   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1184816  | 17h35m07.2s +34d10m06s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1209900  | 11h03m36.8s +48d23m15s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1243344  | 22h59m57.7s +41d41m39s | 3.29   | 0.9999 | 0.724  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
1293512  | 22h58m49.2s +33d11m31s | 0.49   | 0.7024 | 0.219  | Collapse      | X-Ray / Gamma   | SINGULARITY
1301873  | 04h27m27.4s +49d37m46s | 1.45   | 0.9999 | 0.319  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1326957  | 21h30m31.9s +37d09m57s | 1.02   | 0.9999 | 0.224  | Forming       | K-Band (IR)     | PROTO-MATTER
1352040  | 04h09m42.9s +39d20m11s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1360401  | 09h57m34.1s +45d49m10s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1402207  | 05h47m14.8s +32d50m27s | 1.26   | 0.9883 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1410569  | 09h23m12.9s +49d19m42s | 4.14   | 0.9999 | 0.910  | Fuel          | UV / Lyman      | HYDROGEN
1427291  | 22h38m55.0s +46d03m35s | 1.29   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1444013  | 07h46m10.8s +41d28m29s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1460736  | 10h44m37.6s +36d47m58s | 0.76   | 0.9999 | 0.166  | Ghost         | Radio / CMB     | DARK MATTER
1494181  | 09h55m35.1s +31d59m15s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1519264  | 15h43m24.0s +48d15m24s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1535987  | 02h42m31.9s +43d53m17s | 1.38   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1544348  | 09h56m28.5s +41d40m59s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1577793  | 20h43m56.1s +50d18m11s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1627960  | 23h39m32.4s +46d25m06s | 1.41   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1636321  | 01h46m34.9s +39d07m28s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1661405  | 21h11m22.5s +35d56m59s | 1.14   | 0.9999 | 0.250  | Forming       | K-Band (IR)     | PROTO-MATTER
1703211  | 12h15m18.7s +51d48m31s | 4.57   | 0.8271 | 1.469  | Collapse      | X-Ray / Gamma   | SINGULARITY
1711572  | 19h45m11.1s +32d21m21s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1719933  | 02h46m50.2s +48d53m05s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1736656  | 08h36m00.7s +43d53m41s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1745017  | 09h19m53.4s +41d59m56s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1803545  | 14h10m49.4s +30d41m11s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1828629  | 07h12m48.5s +46d43m01s | 1.15   | 0.9999 | 0.254  | Forming       | K-Band (IR)     | PROTO-MATTER
1836990  | 13h51m49.8s +39d09m00s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1845351  | 17h22m41.0s +40d50m35s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1870435  | 22h24m29.4s +50d20m06s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1903880  | 22h25m36.0s +52d51m35s | 0.70   | 0.5882 | 0.446  | Collapse      | X-Ray / Gamma   | SINGULARITY
1912241  | 23h02m03.9s +31d30m48s | 1.59   | 0.9999 | 0.350  | Stable        | V-Band (Green)  | MAGNESIUM
1937324  | 10h40m11.5s +43d50m13s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1945686  | 18h41m31.6s +42d22m44s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
1995853  | 16h23m08.2s +54d00m34s | 1.12   | 0.9999 | 0.246  | Forming       | K-Band (IR)     | PROTO-MATTER
2012575  | 06h09m10.7s +51d54m57s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2037659  | 09h49m27.8s +39d14m25s | 1.43   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2046020  | 14h28m04.2s +40d25m53s | 1.44   | 0.9999 | 0.316  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2079465  | 13h14m14.3s +29d41m19s | 2.97   | 0.9999 | 0.654  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
2096187  | 14h49m53.9s +28d25m45s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2129632  | 16h43m53.5s +35d58m27s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2137993  | 18h04m12.5s +43d42m51s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2154716  | 19h53m23.7s +36d45m11s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2163077  | 01h28m56.2s +49d25m00s | 1.46   | 0.7214 | 0.619  | Collapse      | X-Ray / Gamma   | SINGULARITY
2188161  | 21h55m33.3s +27d59m41s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2246689  | 03h03m15.4s +39d57m22s | 1.71   | 0.9999 | 0.376  | High-Tension  | B/V (Violet)    | CALCIUM
2255050  | 03h36m11.8s +46d39m33s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2263411  | 03h32m35.4s +33d06m10s | 0.74   | 0.8109 | 0.248  | Collapse      | X-Ray / Gamma   | SINGULARITY
2271773  | 06h10m50.0s +52d37m34s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2313579  | 08h18m51.8s +29d57m34s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2321940  | 08h20m02.6s +50d26m47s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2330301  | 11h25m17.9s +35d49m49s | 1.43   | 0.9999 | 0.315  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2338662  | 18h27m01.0s +43d31m35s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2347023  | 03h13m20.1s +43d19m45s | 0.36   | 0.5812 | 0.237  | Collapse      | X-Ray / Gamma   | SINGULARITY
2380468  | 13h09m26.7s +55d12m48s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2388829  | 16h43m51.8s +26d44m54s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2413913  | 15h37m10.8s +53d25m28s | 2.73   | 0.9999 | 0.601  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
2430635  | 17h39m30.8s +47d14m31s | 1.44   | 0.9999 | 0.317  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2438997  | 18h01m15.7s +39d36m57s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2480803  | 22h54m14.1s +27d10m36s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2497525  | 22h55m56.6s +26d07m44s | 1.13   | 0.9999 | 0.248  | Forming       | K-Band (IR)     | PROTO-MATTER
2505886  | 03h33m46.1s +55d49m51s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2547692  | 02h56m59.6s +43d53m54s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2581137  | 02h25m05.1s +56d29m05s | 0.81   | 0.9999 | 0.178  | Ghost         | Radio / CMB     | DARK MATTER
2606221  | 07h35m48.3s +26d43m39s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2622943  | 14h40m53.8s +31d59m13s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2639666  | 08h08m14.7s +39d54m06s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2648027  | 12h45m22.9s +38d49m03s | 1.35   | 0.9999 | 0.298  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2664749  | 12h15m22.4s +30d58m24s | 0.81   | 0.9999 | 0.179  | Ghost         | Radio / CMB     | DARK MATTER
2673110  | 14h01m12.4s +55d02m43s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2681472  | 20h20m45.1s +25d53m56s | 1.28   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
2740000  | 02h04m35.0s +42d57m18s | 0.36   | 0.6614 | 0.181  | Collapse      | X-Ray / Gamma   | SINGULARITY

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 14.017, DEC 2.871
Volume: 3500000 to 10500000 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
3500000  | 12h15m52.9s +01d22m43s | 1.18   | 0.9999 | 0.260  | Forming       | K-Band (IR)     | PROTO-MATTER
3523411  | 22h50m25.1s +00d51m54s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3617057  | 22h34m30.9s +03d32m35s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3663880  | 21h21m25.5s +05d09m43s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3687291  | 10h25m20.4s +05d10m10s | 0.78   | 0.9999 | 0.173  | Ghost         | Radio / CMB     | DARK MATTER
3710702  | 22h23m47.7s +04d33m13s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3734114  | 08h50m50.6s +03d27m22s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3780936  | 08h04m49.3s +00d59m44s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3804348  | 21h11m10.6s +00d17m54s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3827759  | 08h51m00.9s +00d16m13s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3874582  | 06h03m15.7s +02d09m53s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3921405  | 07h55m20.2s +04d55m31s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3944816  | 19h13m59.9s +05d43m18s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
3968227  | 05h19m58.4s +05d46m34s | 1.25   | 0.9999 | 0.275  | Forming       | K-Band (IR)     | PROTO-MATTER
4108696  | 03h10m33.0s +00d20m26s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4132107  | 16h31m59.5s +00d26m06s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4155518  | 05h14m32.0s +01d53m24s | 0.77   | 0.6662 | 0.382  | Collapse      | X-Ray / Gamma   | SINGULARITY
4178930  | 15h47m54.2s +03d39m10s | 0.63   | 0.8163 | 0.209  | Collapse      | X-Ray / Gamma   | SINGULARITY
4202341  | 01h51m31.1s +05d15m25s | 2.44   | 0.9999 | 0.536  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
4225753  | 13h51m13.8s +06d15m57s | 1.30   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4272575  | 15h47m49.4s +05d34m19s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4342809  | 00h36m36.5s +00d19m58s | 1.30   | 0.9999 | 0.287  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4366221  | 14h15m15.1s +00d47m21s | 1.31   | 0.9999 | 0.288  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4436455  | 22h34m36.4s +01d34m26s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4506689  | 12h39m01.1s +06d47m29s | 0.76   | 0.9999 | 0.168  | Ghost         | Radio / CMB     | DARK MATTER
4530100  | 22h18m23.8s +07d00m34s | 1.32   | 0.9999 | 0.290  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
4670569  | 19h36m53.8s -01d34m40s | 0.99   | 0.9999 | 0.218  | Forming       | K-Band (IR)     | PROTO-MATTER
4904682  | 17h02m22.0s +00d10m52s | 1.68   | 0.9999 | 0.369  | High-Tension  | B/V (Violet)    | CALCIUM
4928094  | 07h10m31.5s -01d47m57s | 1.21   | 0.9286 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5115385  | 01h33m19.7s +07d17m37s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5138796  | 14h49m47.7s +05d08m07s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5162207  | 04h59m38.0s +02d19m53s | 0.60   | 0.9999 | 0.131  | Ghost         | Radio / CMB     | DARK MATTER
5185619  | 16h25m33.4s +00d22m44s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5209030  | 01h29m19.5s -02d16m10s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5302676  | 02h37m34.7s +03d19m49s | 1.40   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5326087  | 11h33m18.7s +06d12m16s | 0.73   | 0.9999 | 0.160  | Ghost         | Radio / CMB     | DARK MATTER
5372910  | 12h52m24.4s +08d52m12s | 3.96   | 0.9999 | 0.872  | Fuel          | UV / Lyman      | HYDROGEN
5396321  | 02h31m15.6s +07d54m40s | 1.30   | 0.9999 | 0.285  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5489967  | 23h55m58.8s -02d42m49s | 1.36   | 0.9999 | 0.299  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5583612  | 20h15m09.4s +03d08m09s | 0.44   | 0.7047 | 0.195  | Collapse      | X-Ray / Gamma   | SINGULARITY
5607023  | 10h58m50.0s +06d20m23s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5700669  | 07h12m33.0s +06d04m49s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5770903  | 18h41m21.0s -03d07m46s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5794314  | 04h32m12.3s -04d02m41s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5817726  | 18h15m19.1s -03d07m41s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
5841137  | 08h55m17.8s +00d35m49s | 1.65   | 0.9999 | 0.362  | High-Tension  | B/V (Violet)    | CALCIUM
